WUSTLID,emote,treatd,lovec,auth,purity,attchecka,weak,unfair,betray,conform,disgust,compat,treatf,proudc,authc,nodisgust,attcheckb,hurt,justice,loyalf,roles,notnat,demfeel,repfeel,libfeel,consfeel,pid3,ideo7
996454,5,5,4,4,4,1,5,5,1,1,1,5,6,5,5,2,6,6,6,6,1,1,8,0,10,0,1,2
996455,5,5,5,2,2,5,2,2,2,5,5,6,5,6,6,6,6,6,6,3,6,6,5,10,5,9,3,4
996456,3,4,4,3,4,2,3,3,3,3,2,6,5,4,4,1,6,5,4,3,4,3,4,6,5,5,2,6
996457,4,4,4,5,5,1,3,4,4,3,5,4,6,6,6,2,6,6,6,6,6,6,0,10,0,10,2,6
996458,4,5,2,2,2,1,5,5,2,2,3,5,5,3,4,1,5,5,4,5,2,1,6,2,6,1,1,2
996460,1,3,4,5,5,1,5,5,5,4,4,3,6,6,6,3,6,6,4,4,2,2,3,8,5,7,2,4
996461,3,4,4,3,4,2,4,4,4,2,5,4,2,6,6,6,6,6,6,3,5,4,4,7,3,6,2,5
996736,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996737,4,5,5,5,4,3,4,5,4,NA,NA,6,6,4,6,6,6,6,6,4,4,4,4,4,4,4,1,4
996738,3,4,3,3,3,4,3,4,3,3,4,5,6,5,6,3,6,6,5,4,4,5,8,7,5,5,1,4
996739,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996740,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996741,3,5,5,5,5,1,5,5,5,4,4,6,6,4,6,5,6,6,6,4,6,6,10,0,0,10,1,1
996742,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996743,1,1,1,3,1,2,3,5,5,4,4,4,1,6,5,4,5,6,4,2,5,1,4,8,2,7,2,6
996744,3,4,3,4,4,1,3,5,5,4,4,4,5,5,6,5,6,4,6,5,5,5,2,9,1,9,2,5
996746,3,5,1,2,4,1,5,5,5,4,4,5,2,5,4,4,1,2,4,4,4,1,10,4,5,0,1,4
996747,4,3,3,4,2,2,2,2,4,2,4,5,5,5,5,5,6,6,4,4,5,4,5,5,5,5,1,4
996748,5,5,4,4,4,2,3,4,3,3,3,4,4,5,4,4,NA,3,3,4,4,3,5,5,6,5,2,4
996749,5,5,2,4,5,1,5,5,5,4,5,6,5,4,4,2,6,6,5,1,3,1,8,0,9,0,1,1
996751,4,4,5,4,4,5,4,4,5,4,5,6,6,6,6,6,6,6,5,5,6,5,5,10,3,9,2,6
996752,4,5,5,4,4,1,4,4,5,4,4,6,6,6,6,6,6,6,6,6,5,5,9,5,7,5,1,2
996754,5,5,5,4,4,4,4,4,4,4,4,6,6,5,5,6,6,6,5,5,5,5,8,8,8,8,1,NA
996755,3,5,1,4,5,1,4,5,4,3,2,2,2,5,6,2,6,2,4,6,4,3,5,5,5,5,NA,6
996756,3,4,4,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,4,4,4,8,3,5,5,1,NA
996757,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996758,3,5,3,3,2,1,4,4,3,3,2,4,5,5,4,4,6,4,6,3,4,3,6,4,6,0,1,3
996759,3,5,4,4,5,2,4,5,5,2,5,6,5,6,6,5,6,4,5,4,5,3,5,5,5,5,3,5
996760,2,1,2,1,1,1,1,1,1,1,1,4,6,6,6,6,6,6,6,6,4,3,10,10,10,10,2,4
996761,4,5,3,4,5,1,3,5,3,2,3,4,4,6,6,6,6,6,6,5,4,2,5,5,5,5,3,3
996762,4,5,5,3,5,4,3,3,3,3,3,4,5,5,6,6,6,6,6,5,4,4,8,2,5,5,1,4
996763,1,2,1,5,5,1,3,5,3,2,5,5,6,6,6,3,6,5,6,1,3,5,0,5,1,9,2,6
996764,5,5,5,5,5,1,5,5,5,5,5,6,6,3,4,6,6,6,6,6,3,5,9,1,0,0,1,NA
996951,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996952,5,5,5,5,5,1,5,5,4,3,5,5,6,6,6,6,6,6,6,5,1,2,9,0,9,0,1,3
996953,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996954,5,5,5,4,4,1,4,5,1,4,2,5,1,1,5,6,6,6,2,5,6,6,5,5,5,5,3,NA
996955,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996956,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996957,5,5,2,4,3,1,5,5,5,2,2,4,6,6,6,4,6,6,5,6,6,4,9,3,9,2,3,4
996958,3,5,5,4,5,1,5,5,4,5,3,5,6,6,6,6,6,6,6,6,5,6,5,9,2,9,2,6
996959,4,4,3,4,4,2,4,4,4,4,4,3,5,4,5,3,5,3,4,4,4,4,5,10,5,10,3,5
996960,4,4,4,4,5,2,5,5,3,2,3,5,5,5,5,3,6,4,4,2,2,3,8,8,7,8,2,6
996961,1,1,1,1,1,1,1,1,1,1,1,5,5,5,6,3,6,5,6,1,2,2,8,3,8,3,1,2
996962,3,3,2,4,4,1,4,5,2,4,4,2,4,6,5,2,6,2,4,5,5,5,7,9,5,7,3,5
996963,3,3,2,4,5,1,2,4,2,2,5,2,2,6,6,5,6,6,5,2,4,3,3,8,2,8,2,5
996964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996965,2,2,1,2,2,1,2,2,2,1,1,4,6,5,4,4,6,2,5,4,4,3,7,4,8,8,1,4
996966,5,5,5,5,3,2,4,5,5,4,5,4,NA,4,4,4,4,5,5,5,5,4,6,6,9,6,3,1
996967,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996968,2,5,5,4,4,NA,3,4,NA,1,4,5,5,6,6,5,6,2,6,5,6,6,5,5,5,5,2,7
996969,4,5,5,5,5,4,5,5,5,5,5,5,6,5,6,6,6,6,6,3,2,6,10,0,8,0,3,3
996970,3,3,2,4,3,1,3,3,1,3,3,4,4,4,4,4,5,6,4,2,3,3,5,5,5,5,1,4
996971,1,5,5,5,5,3,5,5,5,5,5,6,6,5,6,6,6,6,6,5,6,6,10,0,5,5,1,1
996972,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996973,2,3,4,5,5,2,3,5,5,5,4,1,2,6,6,6,NA,1,5,5,3,4,10,10,10,10,2,7
996974,5,5,5,5,5,2,5,5,4,2,1,5,5,5,6,1,6,5,5,5,6,3,3,5,0,5,2,6
996975,4,5,5,3,4,1,5,3,4,4,5,6,6,6,6,6,6,6,5,6,2,5,2,7,2,7,3,6
996976,5,5,5,5,5,1,4,5,5,4,5,6,6,5,6,3,6,6,6,5,5,3,2,5,5,5,3,7
996977,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,4,6,4,3,4,5,5,5,5,NA,NA
996978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996980,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996981,5,5,5,5,5,4,5,5,3,3,1,6,6,5,5,5,6,3,4,3,3,3,9,5,4,7,1,7
996982,4,5,4,5,5,3,4,5,4,5,5,5,6,6,6,5,6,6,6,6,6,6,4,2,5,2,3,4
997209,5,5,3,3,2,3,5,5,4,2,4,4,6,3,4,4,5,5,4,3,2,4,7,3,7,3,3,3
997210,2,1,1,3,4,1,2,1,1,2,2,5,5,6,6,NA,6,4,NA,3,4,3,9,10,10,10,2,6
997211,5,5,5,5,5,1,5,5,5,4,4,6,6,2,6,2,6,4,5,6,6,3,9,1,4,5,1,2
997212,4,5,5,4,5,1,4,5,5,3,5,6,5,5,6,5,6,6,6,4,4,4,1,9,3,7,2,6
997213,5,5,3,5,5,1,5,5,5,2,5,6,6,5,6,5,6,6,4,3,4,6,8,0,5,4,NA,4
997214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997215,3,3,4,4,2,1,5,5,3,4,3,5,4,4,5,4,5,3,3,3,NA,2,8,4,9,5,1,2
997216,5,5,5,2,4,1,5,5,2,2,3,5,5,5,4,3,6,6,4,5,5,5,10,4,10,4,1,2
997217,5,5,5,5,5,1,5,5,5,5,5,6,6,6,6,6,6,6,6,1,1,4,5,5,5,5,3,NA
997218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997220,5,5,5,3,4,2,3,4,4,3,4,4,3,6,5,4,6,4,5,3,NA,4,5,5,5,5,2,4
997223,2,2,2,2,4,2,4,3,3,3,3,6,1,6,6,4,6,4,4,5,6,4,5,8,1,8,2,6
997224,5,5,5,5,5,1,5,5,5,4,5,3,4,6,6,5,6,6,6,4,4,6,4,8,2,8,2,6
997225,4,4,4,4,4,4,4,4,4,3,3,5,6,6,6,6,6,5,3,4,4,4,5,7,6,7,2,5
997227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997228,3,4,4,4,5,2,5,3,4,4,4,5,6,6,5,6,6,5,5,5,5,6,2,8,0,8,2,7
997229,4,3,5,4,5,1,4,5,5,5,5,1,5,6,6,5,6,6,5,2,4,5,5,8,3,6,2,5
997230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997231,5,4,3,4,5,2,4,4,3,3,2,5,4,4,6,4,5,6,4,5,2,4,3,8,4,10,2,7
997232,4,4,2,3,3,1,5,5,3,4,4,1,1,1,5,5,6,5,5,4,4,3,8,1,9,2,1,1
997233,4,5,3,4,4,2,5,5,4,3,5,5,6,5,5,6,6,6,5,5,3,3,10,3,9,1,1,2
997234,5,5,5,5,5,2,5,5,5,2,5,6,6,5,6,6,6,6,6,5,6,6,2,5,4,6,3,6
997235,5,4,3,3,4,2,3,3,3,2,3,6,6,6,5,5,6,5,6,4,4,4,2,8,9,8,3,2
997236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997807,5,5,4,4,4,2,4,5,5,4,5,6,6,5,6,6,6,6,6,5,6,5,8,5,9,7,1,5
997808,2,1,2,5,5,3,1,1,1,2,2,1,1,1,2,1,1,1,1,1,3,2,0,1,0,0,1,NA
997810,4,4,5,4,4,2,4,4,5,4,4,4,6,4,4,3,4,2,4,4,4,2,7,5,7,0,3,3
997811,3,4,3,3,4,3,3,4,4,3,3,5,4,6,4,2,6,5,5,4,4,2,5,4,6,NA,3,3
997812,5,5,5,5,5,2,5,5,5,5,5,4,6,5,6,5,6,5,5,4,5,5,5,6,3,7,2,6
997813,3,3,1,1,1,1,3,3,1,4,3,4,6,4,5,3,6,5,5,2,3,2,8,4,10,4,3,3
997814,3,4,5,4,4,4,3,4,3,3,3,5,6,5,6,5,6,3,5,3,5,6,3,8,3,8,2,7
997815,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997816,3,5,3,4,2,1,3,5,2,5,5,4,5,6,6,6,6,5,5,3,2,4,3,7,2,7,2,5
997817,3,5,5,4,2,3,5,5,4,2,5,4,6,2,2,5,6,6,6,4,5,2,6,2,8,2,3,1
997818,2,4,4,3,5,1,4,5,4,2,4,5,6,6,6,4,6,6,6,5,4,4,8,8,4,8,NA,6
997819,5,5,2,1,3,1,3,5,1,1,3,5,6,5,6,2,6,1,6,4,4,2,5,9,3,9,2,6
997820,4,5,5,5,5,2,5,5,5,4,5,1,1,5,6,6,6,6,6,6,6,4,5,5,5,5,1,5
997821,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997822,5,5,4,4,5,2,5,5,4,3,4,5,5,5,6,5,6,6,5,2,4,4,5,3,5,4,3,5
997823,2,5,3,2,2,1,2,4,2,2,3,4,5,4,3,2,6,2,4,4,2,1,4,4,7,0,1,2
997824,4,4,3,4,4,2,3,4,2,3,3,3,3,5,5,4,6,4,5,4,3,3,6,4,5,4,1,4
997825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997826,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997827,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,10,1,10,2,7
997828,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997829,4,4,4,5,4,1,3,4,3,3,4,3,6,6,6,4,6,6,6,2,4,2,8,1,5,5,1,4
997830,3,3,2,2,5,1,4,4,5,2,3,6,6,6,6,6,6,6,6,3,4,6,5,10,4,10,2,5
997831,1,1,1,3,3,1,1,1,1,3,3,4,6,6,6,4,6,6,6,5,2,4,5,8,5,8,3,5
997832,5,5,5,3,5,3,5,5,5,4,5,6,6,6,6,6,6,6,5,4,4,4,8,3,7,4,1,4
997833,5,5,5,4,5,1,5,5,5,3,5,5,6,5,6,5,6,6,6,2,4,5,4,5,5,7,3,5
997834,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997835,3,3,4,1,1,2,3,2,1,4,3,4,5,1,1,1,1,1,2,1,5,5,5,7,5,1,1,NA
997837,4,4,3,5,5,1,1,5,1,4,1,4,3,6,6,1,5,1,6,5,6,1,0,10,0,10,NA,7
997838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997839,5,5,5,5,5,1,5,5,5,3,5,6,6,3,6,1,6,6,6,4,3,3,8,0,8,1,1,1
997840,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997841,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997842,4,4,2,1,4,1,4,5,1,1,4,4,6,5,5,3,5,6,6,3,5,2,8,1,5,5,1,3
997843,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997844,3,5,4,2,4,1,5,5,4,1,2,6,6,5,6,4,6,6,6,6,6,4,5,5,5,5,3,5
997845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997846,5,4,5,5,5,2,5,5,5,2,5,6,5,6,6,6,5,6,6,6,4,6,9,5,5,5,1,4
997847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997848,4,5,5,5,5,2,5,5,5,4,4,6,6,5,5,4,6,6,6,4,6,5,3,4,6,3,3,2
997849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997850,4,3,3,4,4,3,4,4,4,3,3,4,4,5,5,4,5,4,5,4,4,4,7,7,5,5,1,4
997851,3,4,4,5,4,1,3,5,3,3,4,4,4,6,6,6,6,5,6,6,5,4,0,8,0,7,3,4
997852,5,5,2,4,3,1,2,5,2,4,4,5,5,5,6,3,6,3,5,4,5,1,7,1,6,1,1,3
997853,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997854,4,4,4,4,3,NA,5,5,5,3,4,6,5,6,6,5,6,6,5,5,4,3,8,3,8,5,1,2
997855,2,4,3,2,3,1,3,5,2,2,4,5,4,6,4,4,5,4,4,5,3,3,5,5,5,5,1,4
997856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997858,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997859,NA,NA,NA,5,5,1,5,5,5,2,5,5,5,NA,6,4,6,4,6,4,4,4,5,5,5,5,NA,NA
997860,4,4,1,5,4,1,4,5,3,3,4,4,6,5,6,3,5,4,4,2,1,1,5,5,5,5,2,3
997861,2,5,4,3,4,4,5,5,1,2,4,4,4,3,5,2,6,1,5,1,1,1,5,2,5,2,1,3
997862,5,5,5,5,5,1,5,5,5,4,5,6,6,5,6,6,6,6,6,6,3,6,5,8,7,7,2,1
997863,5,5,4,4,4,1,5,4,4,2,3,2,2,5,5,3,5,5,5,3,3,3,8,7,9,6,1,4
997864,2,4,5,2,5,1,4,4,3,5,5,4,4,6,6,6,6,NA,6,5,5,6,1,7,1,9,2,6
997865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997866,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,6,6,6,6,6,6,5,5,5,5,1,NA
997867,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997868,5,4,3,3,4,1,3,5,5,5,5,3,2,6,4,4,6,2,1,6,6,5,7,2,7,4,1,4
997869,4,5,2,4,5,1,4,5,2,3,2,4,5,5,5,3,5,5,5,4,2,4,5,5,5,5,3,2
997870,3,3,4,5,5,2,3,5,5,3,4,6,6,4,6,6,6,6,4,2,2,5,8,6,7,5,NA,5
997871,4,5,2,2,3,1,4,5,2,2,1,6,6,5,4,3,6,5,6,2,4,3,6,3,6,4,3,3
997872,3,4,5,5,5,3,4,5,5,3,4,6,6,6,6,6,6,4,5,6,5,5,6,7,5,7,2,5
998049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998051,4,5,4,5,5,2,5,5,5,3,3,6,6,5,6,6,6,4,4,5,3,4,4,6,4,8,3,6
998052,4,5,5,3,4,2,3,5,3,3,5,2,5,6,5,1,6,6,5,5,4,5,4,6,4,6,2,5
998054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998058,4,4,4,4,4,1,4,4,4,3,5,5,5,5,5,5,6,6,6,4,6,6,3,7,1,7,3,6
998059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998060,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998062,5,5,5,3,4,2,4,5,4,5,5,1,1,3,5,1,1,1,1,2,6,6,10,0,10,0,1,1
998063,4,5,5,5,5,1,5,5,5,4,4,6,6,6,6,5,6,6,6,6,1,1,10,0,10,5,1,1
998064,3,5,5,5,5,1,3,4,5,4,4,5,4,5,6,5,6,5,4,4,2,4,2,5,10,10,3,4
998065,2,3,5,5,5,3,4,5,5,5,5,4,6,4,5,5,6,4,5,4,2,2,5,5,4,5,2,6
998066,5,5,5,5,2,3,4,4,4,2,5,6,6,4,6,6,6,6,5,4,5,4,7,5,8,5,3,4
998068,3,5,5,5,4,2,4,5,5,2,3,4,6,6,6,4,4,5,4,2,2,1,5,5,5,5,1,2
998069,5,5,5,5,5,1,5,5,5,2,2,1,1,4,5,6,6,6,6,3,1,1,10,10,10,10,3,6
998070,5,5,5,5,5,1,5,5,3,3,3,6,6,3,6,4,6,6,6,4,3,4,7,3,5,5,1,3
998071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998073,5,5,5,4,5,2,5,5,4,4,3,5,6,6,6,4,6,6,3,6,1,1,9,2,9,1,1,1
998075,4,3,4,4,5,4,4,5,2,4,5,4,2,6,5,6,6,2,5,2,4,5,0,8,0,8,2,6
998076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998077,5,5,5,4,4,1,4,5,5,3,4,5,2,6,6,5,6,4,5,5,5,4,1,8,5,5,2,4
998138,5,3,3,4,4,2,3,3,3,3,3,5,3,4,5,4,5,5,4,5,4,3,5,6,3,3,2,5
998139,3,4,2,4,4,1,2,3,1,1,1,2,6,2,6,3,6,2,4,2,2,1,4,3,5,3,3,2
998140,5,5,5,3,4,2,5,5,5,3,3,6,6,6,6,4,6,6,4,5,4,3,7,0,7,0,1,2
998274,5,4,4,5,5,1,5,5,5,5,3,4,6,6,6,6,6,6,6,6,6,6,6,6,5,5,1,5
998275,5,4,5,5,4,2,4,5,4,3,4,5,6,5,6,6,6,6,5,5,5,4,5,5,3,5,3,4
998276,3,4,4,5,5,1,4,4,3,3,2,4,3,6,6,4,6,3,5,3,6,5,7,6,4,9,2,7
998277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998278,5,5,4,4,5,1,3,5,5,4,4,4,1,5,5,4,6,6,5,4,4,4,4,8,4,7,2,5
998279,4,5,4,4,4,5,5,5,5,5,5,2,2,4,5,5,5,3,5,4,4,3,5,5,5,5,1,NA
998280,3,5,5,5,5,1,5,4,4,NA,3,6,6,6,6,6,6,6,6,5,5,4,4,8,5,5,2,4
998281,5,5,5,5,5,1,3,5,5,5,5,6,6,3,6,6,6,6,6,5,5,6,10,0,5,5,1,1
998282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998284,5,5,5,4,5,1,5,5,5,2,2,6,6,6,6,5,6,6,5,4,4,5,5,8,5,7,3,4
998473,5,4,5,5,5,5,5,5,5,5,5,4,6,6,6,6,6,6,6,5,5,6,3,6,5,6,2,6
998474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998475,5,4,4,3,3,2,4,3,2,4,NA,5,6,6,6,6,6,5,6,6,6,5,6,5,5,5,1,1
998476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998477,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998478,4,4,4,4,4,1,4,4,4,3,3,4,4,4,4,3,6,3,5,4,4,4,6,7,4,6,2,5
998479,5,5,5,4,4,4,5,5,5,4,5,4,5,6,6,5,6,6,6,5,5,5,5,5,5,5,3,4
998480,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998481,5,5,5,5,5,1,5,5,3,2,5,6,6,5,5,6,6,6,5,5,2,6,1,7,2,2,3,4
998482,3,3,3,3,3,3,3,4,3,3,3,3,3,4,4,4,5,5,5,4,3,4,6,6,6,6,3,4
998483,5,5,4,4,3,1,5,5,3,1,2,6,6,4,5,2,NA,6,4,3,1,1,8,8,7,0,1,3
999154,1,5,5,5,5,1,3,5,5,2,5,5,6,6,6,6,6,5,5,4,2,5,0,10,0,10,2,6
999155,4,4,5,5,5,4,5,5,5,3,3,6,6,5,6,6,6,6,6,5,5,4,9,5,9,3,1,2
999156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999157,2,4,1,1,2,1,5,5,5,2,4,1,2,3,4,3,5,4,4,2,4,1,0,0,0,0,3,NA
999158,4,3,5,4,4,1,5,5,5,3,4,6,5,6,6,4,6,5,6,6,2,6,7,8,4,8,3,5
999159,5,5,5,4,5,1,5,5,5,3,2,6,6,6,6,6,6,6,6,3,5,3,4,10,4,10,3,6
999160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999162,4,4,4,4,5,3,4,4,4,4,3,5,5,6,6,6,6,6,6,3,3,6,8,7,6,8,1,4
999163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999164,4,4,4,5,5,1,4,4,4,3,4,6,6,6,6,6,6,6,6,5,6,6,8,1,2,8,3,6
999165,4,5,5,5,5,5,5,5,4,4,4,3,5,6,6,5,6,5,6,4,6,5,1,8,1,10,2,7
999166,5,5,5,5,5,1,5,5,5,1,5,4,6,5,4,6,6,6,1,1,NA,1,10,0,10,5,1,3
999167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999168,5,5,1,2,4,1,2,5,2,4,5,6,6,2,4,6,6,2,6,2,1,6,4,5,6,6,3,5
999169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999172,4,5,3,3,4,1,4,4,5,1,4,6,5,5,6,6,6,5,5,3,4,4,5,5,5,5,2,6
999173,5,5,5,5,5,3,5,5,5,2,5,6,6,5,6,6,6,6,6,4,6,6,5,10,1,9,2,6
999174,4,4,4,4,5,1,3,5,1,4,3,1,2,6,6,5,6,3,6,4,4,2,5,6,2,7,2,6
999175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999178,4,5,1,3,1,1,5,5,3,1,1,2,2,4,4,1,5,5,5,2,2,2,9,3,10,3,1,2
999179,3,4,2,2,3,1,3,3,2,1,2,4,4,5,5,3,5,5,4,4,4,3,4,6,4,6,2,4
999180,5,4,5,5,5,3,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,4,8,0,6,8,1,2
999182,3,1,3,3,2,1,4,4,5,3,5,6,6,6,6,6,6,NA,6,6,5,5,0,7,5,5,2,6
999183,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,5,5,5,10,0,5,5,1,NA
999185,5,5,3,5,5,2,5,5,5,5,5,5,4,6,6,6,6,6,4,5,4,4,5,8,5,7,3,7
999474,5,5,5,5,5,1,5,5,5,3,3,6,6,2,6,5,6,1,1,2,1,1,8,5,8,5,1,2
999475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999477,4,5,4,2,5,4,5,5,4,5,5,NA,6,1,1,6,1,1,1,1,3,6,0,0,0,0,NA,NA
999478,5,5,5,5,5,4,5,5,5,4,5,6,6,5,6,6,6,6,6,3,3,5,10,1,5,6,1,4
999479,3,3,1,1,1,1,5,5,1,1,2,1,2,1,3,1,6,1,6,2,2,1,10,3,10,2,1,2
999480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
999481,4,NA,2,2,5,2,5,5,4,2,4,5,5,5,6,5,6,6,4,5,5,4,4,7,3,8,2,6
999482,4,5,1,5,5,1,5,5,3,4,4,6,4,1,6,6,6,6,5,4,5,6,5,5,5,5,2,7
999483,5,5,4,5,4,5,3,5,5,3,5,5,6,5,6,6,6,6,6,5,4,3,5,10,5,10,2,6
999484,4,4,3,4,4,1,4,5,5,2,4,5,5,4,6,4,6,2,5,1,6,6,4,5,4,5,2,6
999485,4,3,2,4,4,2,3,4,4,3,4,NA,5,4,5,6,6,6,5,4,5,5,5,5,5,5,1,4
999486,3,5,4,4,5,5,3,5,1,4,4,4,6,5,6,4,6,4,5,4,4,4,9,2,5,NA,3,4
999487,1,1,1,1,1,1,4,4,1,1,2,5,6,6,5,5,6,6,5,3,4,2,6,5,6,8,3,5
999488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999489,5,5,3,4,4,2,5,5,4,1,2,5,6,5,5,2,6,1,6,1,5,2,5,3,6,3,3,2
999490,4,5,1,1,3,1,5,5,2,1,2,6,6,5,3,3,6,6,6,2,3,1,10,3,10,5,1,2
999491,3,4,2,2,1,2,3,4,5,5,4,5,5,5,3,4,4,5,4,2,2,1,10,1,8,3,1,2
999492,4,5,4,5,5,2,3,5,4,3,4,6,6,4,6,6,6,5,6,5,1,4,9,3,5,5,1,6
999493,5,5,4,3,3,1,3,5,3,3,5,6,5,5,6,6,6,6,6,4,4,3,7,3,7,5,1,4
999494,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999495,5,5,5,5,5,1,5,5,5,3,4,6,6,6,6,6,6,6,6,3,1,2,7,5,6,4,1,4
999496,5,5,2,2,4,2,4,4,4,1,3,4,4,4,6,2,6,6,5,4,1,2,3,2,7,1,3,2
999497,3,5,5,4,4,3,5,5,3,3,3,6,6,5,6,3,6,6,5,3,2,3,9,1,9,1,1,3
999498,4,4,4,5,5,4,4,4,4,4,4,6,6,5,6,6,6,5,6,5,6,6,0,6,0,9,2,7
999499,4,5,2,4,5,1,5,5,5,4,4,6,6,6,6,4,6,5,6,6,6,4,5,5,5,5,3,2
999502,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999503,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999504,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999505,5,5,5,5,5,2,4,5,5,2,5,5,5,5,6,6,6,6,5,4,5,6,0,10,0,10,2,6
999506,4,4,4,2,5,1,5,5,5,2,2,6,6,2,5,5,6,6,6,5,3,1,10,0,10,0,1,2
999507,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999789,4,2,4,5,5,1,4,4,4,3,2,3,1,4,6,3,5,1,5,3,4,2,2,7,2,7,3,5
999790,5,5,5,5,5,4,4,5,5,3,3,6,6,6,6,5,6,5,6,6,6,5,10,10,7,6,1,2
999791,2,5,2,4,3,1,3,4,4,2,2,5,6,5,5,2,5,2,4,4,4,2,6,5,6,5,1,2
999792,4,4,4,4,4,2,5,4,4,3,3,1,1,4,NA,1,1,1,1,2,1,3,5,2,0,9,1,6
999793,4,4,2,3,3,2,3,4,3,3,3,4,4,4,4,4,4,6,4,4,4,4,5,5,5,5,NA,NA
